filename,width,height,xmin,ymin,xmax,ymax,class
-63_48__-10_04_2018-07-25.jpg,1000,1000,877,506,945,561,legal
-63_48__-10_04_2018-07-25.jpg,1000,1000,918,934,976,996,legal
-63_48__-10_08_2018-07-25.jpg,1000,1000,203,461,375,675,legal
-63_48__-10_08_2018-07-25.jpg,1000,1000,422,642,488,671,legal
-63_48__-10_08_2018-07-25.jpg,1000,1000,622,134,642,152,legal
-63_48__-10_0_2018-07-25.jpg,1000,1000,1,1,278,550,legal
-63_48__-10_0_2018-07-25.jpg,1000,1000,95,833,149,1000,legal
-63_48__-10_0_2018-07-25.jpg,1000,1000,364,614,629,814,legal
-63_48__-10_0_2018-07-25.jpg,1000,1000,654,547,839,688,legal
-63_48__-10_0_2018-07-25.jpg,1000,1000,507,469,566,507,legal
-63_48__-10_0_2018-07-25.jpg,1000,1000,618,1,1000,517,legal
-63_48__-9_88_2018-07-25.jpg,1000,1000,92,317,138,398,legal
-63_48__-9_88_2018-07-25.jpg,1000,1000,49,315,75,362,legal
-63_48__-9_88_2018-07-25.jpg,1000,1000,756,159,821,225,legal
-63_48__-9_88_2018-07-25.jpg,1000,1000,746,328,831,440,legal
-63_48__-9_88_2018-07-25.jpg,1000,1000,403,576,452,603,legal
-63_48__-9_88_2018-07-25.jpg,1000,1000,1,357,15,375,legal
-63_48__-9_92_2018-07-25.jpg,1000,1000,46,497,56,512,legal
-63_48__-9_92_2018-07-25.jpg,1000,1000,127,544,355,962,legal
-63_48__-9_92_2018-07-25.jpg,1000,1000,342,847,548,978,legal
-63_48__-9_92_2018-07-25.jpg,1000,1000,364,391,431,415,legal
-63_48__-9_92_2018-07-25.jpg,1000,1000,831,524,850,553,legal
-63_48__-9_92_2018-07-25.jpg,1000,1000,512,374,636,429,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,1,168,154,421,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,207,467,256,532,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,230,549,294,699,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,82,741,265,871,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,1,863,84,1000,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,184,864,494,1000,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,326,642,467,733,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,621,636,1000,1000,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,747,259,816,401,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,507,425,739,534,legal
-63_48__-9_96_2018-07-25.jpg,1000,1000,134,285,179,317,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,1,515,76,590,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,106,278,122,326,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,214,28,356,132,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,318,151,370,207,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,447,19,489,132,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,288,377,328,417,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,268,441,289,458,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,343,420,412,452,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,35,248,60,268,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,954,105,976,152,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,952,54,964,66,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,877,1,956,27,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,632,1,661,41,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,685,845,967,1000,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,965,950,1000,1000,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,982,741,1000,765,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,592,312,941,800,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,281,527,464,978,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,417,365,557,517,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,560,253,659,348,legal
-63_4__-10_04_2018-07-25.jpg,1000,1000,679,24,830,303,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,875,656,925,740,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,845,775,1000,898,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,509,803,757,868,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,575,939,734,1000,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,269,906,568,1000,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,25,792,256,999,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,1,770,18,794,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,20,642,243,787,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,227,571,441,739,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,252,223,532,577,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,50,361,87,417,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,37,459,63,495,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,113,99,303,289,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,8,33,137,103,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,531,177,601,231,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,642,491,843,620,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,747,668,783,689,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,716,236,785,352,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,754,85,907,248,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,912,1,1000,125,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,722,1,784,33,legal
-63_4__-10_08_2018-07-25.jpg,1000,1000,495,66,584,106,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,935,786,984,840,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,546,881,575,946,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,428,905,496,958,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,483,715,731,881,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,711,809,814,936,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,494,605,602,692,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,450,616,476,645,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,478,217,518,369,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,441,176,477,318,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,436,358,497,471,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,701,384,766,409,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,824,252,882,339,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,641,988,663,1000,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,929,917,1000,1000,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,443,486,460,512,legal
-63_4__-10_0_2018-07-25.jpg,1000,1000,455,550,475,587,legal
-63_4__-9_88_2018-07-25.jpg,1000,1000,460,359,501,384,legal
-63_4__-9_88_2018-07-25.jpg,1000,1000,814,319,834,350,legal
-63_4__-9_88_2018-07-25.jpg,1000,1000,553,314,594,332,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,525,216,643,241,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,668,350,685,397,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,375,505,388,532,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,139,236,163,256,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,277,809,292,836,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,147,959,160,1000,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,717,669,994,965,legal
-63_4__-9_92_2018-07-25.jpg,1000,1000,979,532,1000,551,legal
-63_4__-9_96_2018-07-25.jpg,1000,1000,634,538,733,681,legal
-63_4__-9_96_2018-07-25.jpg,1000,1000,331,660,350,700,legal
-63_4__-9_96_2018-07-25.jpg,1000,1000,383,431,520,965,legal
-63_4__-9_96_2018-07-25.jpg,1000,1000,501,121,741,425,legal
-63_4__-9_96_2018-07-25.jpg,1000,1000,932,63,1000,199,legal
-63_4__-9_96_2018-07-25.jpg,1000,1000,970,656,995,682,legal
-63_4__-9_96_2018-07-25.jpg,1000,1000,154,14,164,46,legal
-63_52__-10_04_2018-07-25.jpg,1000,1000,191,345,292,403,legal
-63_52__-10_04_2018-07-25.jpg,1000,1000,391,530,425,582,legal
-63_52__-10_04_2018-07-25.jpg,1000,1000,223,967,291,1000,legal
-63_52__-10_04_2018-07-25.jpg,1000,1000,1,1,32,48,legal
-63_52__-10_04_2018-07-25.jpg,1000,1000,206,34,284,75,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,209,1,286,169,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,1,481,161,548,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,5,639,59,654,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,41,710,77,727,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,362,44,396,115,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,5,823,86,869,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,406,345,435,358,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,1,238,16,263,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,148,334,167,374,legal
-63_52__-10_08_2018-07-25.jpg,1000,1000,531,182,549,199,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,1,910,162,1000,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,399,941,438,1000,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,606,868,678,911,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,587,695,825,931,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,495,590,610,678,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,428,547,462,582,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,759,66,1000,505,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,921,537,991,614,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,398,303,438,339,legal
-63_52__-10_0_2018-07-25.jpg,1000,1000,263,429,280,449,legal
-63_52__-9_88_2018-07-25.jpg,1000,1000,316,116,537,214,legal
-63_52__-9_88_2018-07-25.jpg,1000,1000,171,751,192,777,legal
-63_52__-9_88_2018-07-25.jpg,1000,1000,660,61,702,165,legal
-63_52__-9_88_2018-07-25.jpg,1000,1000,726,190,816,308,legal
-63_52__-9_88_2018-07-25.jpg,1000,1000,908,345,1000,388,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,274,463,403,643,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,445,629,586,703,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,668,573,705,603,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,969,253,1000,289,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,599,283,625,313,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,294,89,319,107,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,553,885,648,975,legal
-63_52__-9_92_2018-07-25.jpg,1000,1000,763,816,801,858,legal
-63_52__-9_96_2018-07-25.jpg,1000,1000,459,690,887,908,legal
-63_52__-9_96_2018-07-25.jpg,1000,1000,861,369,1000,823,legal
-63_52__-9_96_2018-07-25.jpg,1000,1000,442,69,616,191,legal
-63_56__-10_04_2018-07-25.jpg,1000,1000,809,966,943,1000,legal
-63_56__-10_04_2018-07-25.jpg,1000,1000,882,18,978,106,legal
-63_56__-10_04_2018-07-25.jpg,1000,1000,16,458,39,481,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,159,79,213,125,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,69,112,114,151,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,337,152,404,221,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,371,41,630,174,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,715,88,757,119,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,869,1,945,75,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,908,130,992,168,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,7,908,147,984,legal
-63_56__-10_08_2018-07-25.jpg,1000,1000,787,137,802,167,legal
-63_56__-10_0_2018-07-25.jpg,1000,1000,69,677,122,703,legal
-63_56__-10_0_2018-07-25.jpg,1000,1000,128,753,173,878,legal
-63_56__-10_0_2018-07-25.jpg,1000,1000,286,825,315,859,legal
-63_56__-10_0_2018-07-25.jpg,1000,1000,341,724,443,841,legal
-63_56__-10_0_2018-07-25.jpg,1000,1000,317,645,346,666,legal
-63_56__-10_0_2018-07-25.jpg,1000,1000,210,648,250,679,legal
-63_56__-10_0_2018-07-25.jpg,1000,1000,32,837,58,884,legal
-63_56__-9_88_2018-07-25.jpg,1000,1000,248,125,299,199,legal
-63_56__-9_88_2018-07-25.jpg,1000,1000,554,128,608,341,legal
-63_56__-9_88_2018-07-25.jpg,1000,1000,746,162,824,193,legal
-63_56__-9_88_2018-07-25.jpg,1000,1000,498,759,587,843,legal
-63_56__-9_88_2018-07-25.jpg,1000,1000,245,638,370,681,legal
-63_56__-9_88_2018-07-25.jpg,1000,1000,614,26,630,58,legal
-63_56__-9_92_2018-07-25.jpg,1000,1000,705,469,782,697,legal
-63_56__-9_92_2018-07-25.jpg,1000,1000,515,378,683,440,legal
-63_56__-9_92_2018-07-25.jpg,1000,1000,76,126,111,182,legal
-63_56__-9_92_2018-07-25.jpg,1000,1000,244,254,315,344,legal
-63_56__-9_96_2018-07-25.jpg,1000,1000,786,683,849,729,legal
